,Sentiment,Time,Text,Predicted Topic
0,positive,18/6/21,"['healthy', 'dog', 'food', 'good', 'digestion', 'good', 'small', 'puppy', 'dog', 'eats', 'required', 'feeding']","[('Coffee and Tea Taste and Quality', -0.1), ('Snacks and Food', 0.09), ('Coffee Roasting and Brewing', -0.05), ('Prices and Local Stores', 0.14), ('Snacks and Drinks', -0.04), ('Chips and Salty Snacks', 0.03), ('Dogs and Pet Food', -0.33)]"
1,positive,7/7/21,"['pleased', 'natural', 'balance', 'dog', 'food', 'dog', 'issue', 'dog', 'food', 'past', 'recommend', 'natural', 'balance', 'grain', 'free', 'possible', 'allergic', 'grain', 'switching', 'issue', 'helpful', 'different', 'kibble', 'size', 'sized', 'dog']","[('Coffee and Tea Taste and Quality', -0.1), ('Snacks and Food', 0.08), ('Coffee Roasting and Brewing', -0.05), ('Prices and Local Stores', 0.13), ('Snacks and Drinks', -0.06), ('Chips and Salty Snacks', 0.04), ('Dogs and Pet Food', -0.35)]"
2,positive,18/6/21,"['educated', 'feline', 'nutrition', 'allowed', 'cat', 'addicted', 'dry', 'cat', 'food', 'offered', 'canned', 'dry', 'wish', 'fed', 'premium', 'quality', 'canned', 'food', 'limited', 'dry', 'food', 'year', 'old', 'cat', 'year', 'old', 'cat', 'good', 'quality', 'dry', 'food', 'eat', 'wellness', 'innova', 'manufacturer', 'recently', 'purchased', 'began', 'looking', 'replacement', 'offering', 'sample', 'local', 'holistic', 'pet', 'store', 'holistic', 'select', 'usual', 'wellness', 'innova', 'eat', 'finicky', 'cat', 'recommend', 'trying', 'holistic', 'select', 'good', 'quality', 'food', 'palatable', 'finicky', 'eater']","[('Coffee and Tea Taste and Quality', -0.11), ('Snacks and Food', 0.08), ('Coffee Roasting and Brewing', -0.04), ('Prices and Local Stores', 0.13), ('Snacks and Drinks', -0.03), ('Chips and Salty Snacks', 0.01), ('Dogs and Pet Food', -0.2)]"
3,positive,7/7/21,"['holistic', 'vet', 'recommended', 'brand', 'tried', 'cat', 'prefer', 'especially', 'sardine', 'version', 'best', 'coat', 'soft', 'clean', 'eye', 'clear', 'want', 'rude', 'delicately', 'waste', 'far', 'odorous', 'cat', 'eat', 'mcdonalds', 'junk', 'store', 'definite', 'plus', 'health', 'benefit', 'obvious', 'highly', 'recommend', 'holistic', 'select']","[('Coffee and Tea Taste and Quality', -0.09), ('Snacks and Food', 0.03), ('Coffee Roasting and Brewing', -0.01), ('Prices and Local Stores', 0.05), ('Snacks and Drinks', -0.02), ('Chips and Salty Snacks', 0.0), ('Dogs and Pet Food', -0.07)]"
4,positive,1/7/21,"['bought', 'coffee', 'cheaper', 'ganocafe', 'organic', 'reishi', 'mushroom', 'healthy', 'antioxidant', 'expect', 'taste', 'good', 'actually', 'day', 'totally', 'worth', 'sister', 'ganocafe', 'introducing', 'expensive', 'similar', 'coffee', 'follow', 'product', 'week']","[('Coffee and Tea Taste and Quality', -0.12), ('Snacks and Food', -0.02), ('Coffee Roasting and Brewing', 0.12), ('Prices and Local Stores', 0.02), ('Snacks and Drinks', 0.01), ('Chips and Salty Snacks', 0.01), ('Dogs and Pet Food', -0.03)]"
5,positive,7/7/21,"['like', 'people', 'mentioned', 'coffee', 'great', 'taste', 'tried', 'different', 'instant', 'coffee', 'better', 'one', 'favorite', 'want', 'try', 'organic', 'africafe', 'pure', 'instant', 'coffee']","[('Coffee and Tea Taste and Quality', -0.21), ('Snacks and Food', -0.1), ('Coffee Roasting and Brewing', 0.31), ('Prices and Local Stores', -0.04), ('Snacks and Drinks', 0.05), ('Chips and Salty Snacks', -0.0), ('Dogs and Pet Food', -0.05)]"
6,positive,23/7/21,"['good', 'tasting', 'light', 'chip', 'value', 'nutrition', 'munchiesis', 'good', 'alternative', 'eating', 'potato', 'chip']","[('Coffee and Tea Taste and Quality', -0.12), ('Snacks and Food', 0.08), ('Coffee Roasting and Brewing', -0.04), ('Prices and Local Stores', -0.04), ('Snacks and Drinks', 0.11), ('Chips and Salty Snacks', -0.33), ('Dogs and Pet Food', 0.01)]"
7,positive,20/7/21,"['grande', 'item', 'delicious', 'fish', 'ultimate', 'flavor', 'best', 'purpose', 'sent', 'case', 'mother', 'recently', 'diagnosed', 'diabetes', 'love', 'main', 'entree', 'cooking', 'patty']","[('Coffee and Tea Taste and Quality', -0.07), ('Snacks and Food', 0.02), ('Coffee Roasting and Brewing', -0.01), ('Prices and Local Stores', 0.03), ('Snacks and Drinks', -0.0), ('Chips and Salty Snacks', -0.0), ('Dogs and Pet Food', 0.0)]"
8,positive,19/7/21,"['ordered', 'product', 'time', 'happy', 'delivery', 'product', 'work', 'great', 'cooking', 'baking', 'substitute', 'sugar', 'chai', 'latte']","[('Coffee and Tea Taste and Quality', -0.13), ('Snacks and Food', 0.04), ('Coffee Roasting and Brewing', -0.02), ('Prices and Local Stores', 0.05), ('Snacks and Drinks', -0.04), ('Chips and Salty Snacks', 0.05), ('Dogs and Pet Food', 0.06)]"
9,positive,18/6/21,"['stuff', 'great', 'low', 'glycemic', 'substitute', 'sugar', 'body', 'great', 'favor', 'size', 'economical', 'shipping', 'fast', 'got', 'soon']","[('Coffee and Tea Taste and Quality', -0.11), ('Snacks and Food', 0.03), ('Coffee Roasting and Brewing', -0.02), ('Prices and Local Stores', 0.0), ('Snacks and Drinks', -0.01), ('Chips and Salty Snacks', 0.05), ('Dogs and Pet Food', 0.04)]"
10,positive,7/7/21,"['chip', 'one', 'tasty', 'healthy', 'fewer', 'fat', 'calorie', 'plus', 'higher', 'fiber', 'want', 'good', 'taste', 'nutritionthe', 'perfect', 'blend']","[('Coffee and Tea Taste and Quality', -0.13), ('Snacks and Food', 0.08), ('Coffee Roasting and Brewing', -0.04), ('Prices and Local Stores', -0.09), ('Snacks and Drinks', 0.11), ('Chips and Salty Snacks', -0.13), ('Dogs and Pet Food', -0.01)]"
11,positive,27/6/21,"['buy', 'local', 'supermarket', 'longer', 'carried', 'finding', 'amazon', 'purchased', 'box', 'fresh', 'delicious', 'remembered', 'chip', 'healthy', 'definately', 'buy']","[('Coffee and Tea Taste and Quality', -0.14), ('Snacks and Food', 0.07), ('Coffee Roasting and Brewing', -0.02), ('Prices and Local Stores', 0.11), ('Snacks and Drinks', 0.07), ('Chips and Salty Snacks', -0.12), ('Dogs and Pet Food', 0.08)]"
12,positive,21/7/21,"['feeding', 'liver', 'biscotti', 'year', 'looking', 'healthy', 'treat', 'additive', 'epileptic', 'dog', 'additive', 'seizure', 'trigger', 'liver', 'biscotti', 'filled', 'ingredient', 'bit', 'perfect', 'training', 'muck', 'pocket', 'portion', 'possible', 'reward', 'adding', 'pound', 'problem', 'treat', 'dog', 'wheat', 'sensitivity', 'recipe', 'enthusiastically', 'recommended']","[('Coffee and Tea Taste and Quality', -0.07), ('Snacks and Food', 0.05), ('Coffee Roasting and Brewing', -0.03), ('Prices and Local Stores', 0.05), ('Snacks and Drinks', -0.02), ('Chips and Salty Snacks', 0.01), ('Dogs and Pet Food', -0.18)]"
13,positive,18/6/21,"['got', 'gf', 'supposed', 'eat', 'gluten', 'flavor', 'taste', 'great', 'healthier', 'regular', 'potato', 'chip', 'looking', 'snack', 'highly', 'recommend', 'popchips']","[('Coffee and Tea Taste and Quality', -0.18), ('Snacks and Food', 0.1), ('Coffee Roasting and Brewing', -0.05), ('Prices and Local Stores', -0.06), ('Snacks and Drinks', 0.13), ('Chips and Salty Snacks', -0.2), ('Dogs and Pet Food', -0.02)]"
14,positive,7/7/21,"['free', 'sampling', 'chip', 'swapping', 'regular', 'chip', 'craving', 'remind', 'munchos', 'greasy', 'try']","[('Coffee and Tea Taste and Quality', -0.06), ('Snacks and Food', 0.06), ('Coffee Roasting and Brewing', -0.03), ('Prices and Local Stores', -0.03), ('Snacks and Drinks', 0.09), ('Chips and Salty Snacks', -0.27), ('Dogs and Pet Food', 0.01)]"
15,positive,30/6/21,"['tried', 'chip', 'hotel', 'stayed', 'loved', 'ordered', 'office', 'enjoyed', 'second', 'order']","[('Coffee and Tea Taste and Quality', -0.09), ('Snacks and Food', 0.03), ('Coffee Roasting and Brewing', -0.0), ('Prices and Local Stores', 0.01), ('Snacks and Drinks', 0.04), ('Chips and Salty Snacks', -0.18), ('Dogs and Pet Food', 0.03)]"
16,positive,1/7/21,"['absolutely', 'love', 'pop', 'chip', 'healthy', 'alternative', 'regular', 'fatty', 'chip', 'seat', 'salt', 'pepper', 'sour', 'cream', 'onion', 'favorite', 'crave', 'regular', 'chip']","[('Coffee and Tea Taste and Quality', -0.12), ('Snacks and Food', 0.09), ('Coffee Roasting and Brewing', -0.05), ('Prices and Local Stores', -0.04), ('Snacks and Drinks', 0.1), ('Chips and Salty Snacks', -0.41), ('Dogs and Pet Food', 0.0)]"
17,positive,24/8/21,"['picked', 'bag', 'local', 'heb', 'help', 'consume', 'half', 'bag', 'day', 'entire', 'stock', 'week', 'chip', 'bold', 'flavor', 'deliver', 'tried', 'garlic', 'parmessan', 'chip', 'thing', 'thought', 'strong', 'delicious', 'parmessan', 'shortly', 'followed', 'garlic', 'flavor', 'combined', 'sharp', 'crunch', 'chip', 'afraid', 'buy', 'pack', 'know', 'help', 'thing', 'pretty', 'healthy', 'mean', 'potato', 'crisp', 'entirely', 'knock', 'going', 'town', 'avoid', 'potato', 'chip', 'aisle', 'need', 'lay', 'low', 'snack', 'food']","[('Coffee and Tea Taste and Quality', -0.16), ('Snacks and Food', 0.08), ('Coffee Roasting and Brewing', -0.04), ('Prices and Local Stores', -0.0), ('Snacks and Drinks', 0.09), ('Chips and Salty Snacks', -0.29), ('Dogs and Pet Food', -0.01)]"
18,positive,21/7/21,"['love', 'chip', 'great', 'healthy', 'snack', 'stuck', 'work', 'vending', 'machine', 'sustenance']","[('Coffee and Tea Taste and Quality', -0.11), ('Snacks and Food', 0.08), ('Coffee Roasting and Brewing', -0.04), ('Prices and Local Stores', -0.03), ('Snacks and Drinks', 0.14), ('Chips and Salty Snacks', -0.12), ('Dogs and Pet Food', -0.02)]"
19,positive,25/6/21,"['sun', 'chip', 'ok', 'substitute', 'usual', 'potato', 'corn', 'chip', 'cooked', 'oil', 'salted', 'nearly', 'thought', 'added', 'heart', 'healthy', 'diet', 'regime', 'good', 'style', 'texture', 'sheet', 'plywood']","[('Coffee and Tea Taste and Quality', -0.09), ('Snacks and Food', 0.07), ('Coffee Roasting and Brewing', -0.04), ('Prices and Local Stores', -0.03), ('Snacks and Drinks', 0.05), ('Chips and Salty Snacks', -0.23), ('Dogs and Pet Food', -0.01)]"
20,positive,13/9/21,"['chip', 'good', 'fun', 'getting', 'variety', 'pack', 'good', 'regular', 'chip', 'probably', 'nearly', 'fattening', 'bad', 'regular', 'chip', 'given', 'healthier', 'version', 'want', 'chip', 'highly', 'recommend']","[('Coffee and Tea Taste and Quality', -0.15), ('Snacks and Food', 0.09), ('Coffee Roasting and Brewing', -0.04), ('Prices and Local Stores', -0.03), ('Snacks and Drinks', 0.12), ('Chips and Salty Snacks', -0.43), ('Dogs and Pet Food', 0.01)]"
21,positive,18/6/21,"['tried', 'bbq', 'popchips', 'time', 'loved', 'got', 'value', 'pack', 'try', 'flavor', 'loved', 'salt', 'pepper', 'chip', 'great', 'good', 'healthy', 'snack', 'giving', 'taste', 'glad', 'discovered', 'salt', 'vinegar', 'favorite']","[('Coffee and Tea Taste and Quality', -0.2), ('Snacks and Food', 0.1), ('Coffee Roasting and Brewing', -0.05), ('Prices and Local Stores', -0.02), ('Snacks and Drinks', 0.08), ('Chips and Salty Snacks', -0.24), ('Dogs and Pet Food', 0.02)]"
22,positive,7/7/21,"['work', 'family', 'time', 'sure', 'disciplined', 'good', 'use', 'good', 'technique', 'teaching', 'dog', 'appear', 'good', 'tiny', 'healthy', 'reward', 'right', 'visualize', 'reward', 'following', 'command', 'training', 'tool', 'surprised', 'tiny', 'treat', 'taste', 'good', 'miniscule', 'fraction', 'longer', 'small', 'paperclip', 'half', 'wide', 'maybe', 'dog', 'little', 'annoyed', 'took', 'gave', 'yesterday', 'today', 'came', 'excited', 'treat', 'looked', 'got', 'kidding', 'took', 'ate', 'little', 'later', 'offered', 'floor', 'looked', 'hopefully', 'stash', 'larger', 'treat', 'went', 'took', 'think', 'good', 'reward', 'obeying', 'command', 'treat', 'stretching', 'good', 'dog', 'rarely', 'get', 'treat', 'overweight', 'eat', 'entire', 'refrigerator', 'food', 'allowed', 'treat', 'large', 'treat', 'second', 'probably', 'inhale', 'second', 'like', 'fact', 'added', 'salt', 'refined', 'sugar', 'artificial', 'flavor', 'color', 'preservative', 'say', 'treat', 'baked', 'natural', 'peanut', 'butter']","[('Coffee and Tea Taste and Quality', -0.16), ('Snacks and Food', 0.08), ('Coffee Roasting and Brewing', -0.05), ('Prices and Local Stores', 0.05), ('Snacks and Drinks', -0.04), ('Chips and Salty Snacks', -0.01), ('Dogs and Pet Food', -0.21)]"
23,positive,15/7/21,"['mom', 'kid', 'older', 'hard', 'time', 'finding', 'snack', 'sodium', 'came', 'happyfamily', 'introduced', 'happymunchies', 'thankful', 'snack', 'low', 'sodium', 'vegetable', 'organic', 'know', 'free', 'pesticide', 'residue', 'gmos']","[('Coffee and Tea Taste and Quality', -0.08), ('Snacks and Food', 0.07), ('Coffee Roasting and Brewing', -0.04), ('Prices and Local Stores', -0.02), ('Snacks and Drinks', 0.07), ('Chips and Salty Snacks', 0.02), ('Dogs and Pet Food', -0.02)]"
24,positive,11/7/21,"['love', 'baby', 'food', 'thing', 'little', 'pouch', 'sooooo', 'easier', 'feed', 'baby', 'toddler', 'son', 'love', 'sucking', 'fruit', 'pleased', 'organic', 'healthy', 'added', 'fruit', 'smaller', 'one', 'good', 'let', 'handle', 'love', 'squeeze', 'get', 'thing', 'older', 'one', 'feed', 'like', 'size', 'bigger', 'plum', 'organic', 'flavor', 'assures', 'eat', 'sitting', 'having', 'save', 'later', 'size', 'airplane', 'having', 'tested', 'explosive', 'case', 'bigger', 'pouch', 'like', 'bpa', 'free', 'little', 'like', 'ordering', 'bulk', 'subscribe', 'save', 'make', 'cheaper', 'store']","[('Coffee and Tea Taste and Quality', -0.18), ('Snacks and Food', 0.08), ('Coffee Roasting and Brewing', -0.05), ('Prices and Local Stores', 0.04), ('Snacks and Drinks', -0.01), ('Chips and Salty Snacks', 0.02), ('Dogs and Pet Food', -0.06)]"
25,positive,7/10/21,"['love', 'vitamuffins', 'supermarket', 'sell', 'box', 'muffin', 'instead', 'bought', 'mix', 'box', 'box', 'make', 'muffin', 'instead', 'muffin', 'mix', 'requires', 'water', 'egg', 'work', 'cent', 'muffin', 'easy', 'great', 'deal']","[('Coffee and Tea Taste and Quality', -0.11), ('Snacks and Food', 0.03), ('Coffee Roasting and Brewing', -0.02), ('Prices and Local Stores', 0.03), ('Snacks and Drinks', -0.03), ('Chips and Salty Snacks', 0.01), ('Dogs and Pet Food', 0.07)]"
26,positive,6/7/21,"['generally', 'like', 'vitalicious', 'product', 'corn', 'muffin', 'calorie', 'bad', 'expecting', 'like', 'laden', 'junk', 'local', 'bakery', 'sell', 'look', 'like', 'healthy', 'makeover', 'cut', 'bad', 'calorie', 'chocolate', 'indulgence', 'good', 'bland', 'breakfast', 'treat', 'especially', 'baked', 'kid', 'happy', 'extra', 'snack', 'approvei', 'send', 'school', 'midmorning', 'snack', 'glad', 'fuel', 'vitamin']","[('Coffee and Tea Taste and Quality', -0.15), ('Snacks and Food', 0.08), ('Coffee Roasting and Brewing', -0.04), ('Prices and Local Stores', -0.06), ('Snacks and Drinks', 0.05), ('Chips and Salty Snacks', 0.01), ('Dogs and Pet Food', -0.03)]"
27,positive,18/6/21,"['dog', 'prone', 'ear', 'infection', 'lot', 'paw', 'chewing', 'vet', 'recommended', 'changing', 'diet', 'symptom', 'food', 'allergy', 'specifically', 'recommended', 'salmon', 'rice', 'formula', 'unfortunately', 'dog', 'hated', 'salmon', 'rice', 'smelt', 'extremely', 'fishy', 'tried', 'lamb', 'rice', 'formula', 'like', 'better', 'heard', 'numerous', 'good', 'thing', 'wellness', 'dog', 'trainer', 'pet', 'owner', 'pet', 'store', 'employee', 'dog', 'adjusting', 'new', 'food', 'tell', 'consider', 'tasty', 'choice', 'probably', 'artificial', 'flavoring', 'eat', 'healthier', 'sacrifice', 'little', 'taste']","[('Coffee and Tea Taste and Quality', -0.13), ('Snacks and Food', 0.08), ('Coffee Roasting and Brewing', -0.05), ('Prices and Local Stores', 0.1), ('Snacks and Drinks', -0.05), ('Chips and Salty Snacks', 0.01), ('Dogs and Pet Food', -0.24)]"
28,positive,7/7/21,"['length', 'minsthese', 'cooky', 'great', 'watch', 'video', 'great']","[('Coffee and Tea Taste and Quality', -0.05), ('Snacks and Food', 0.03), ('Coffee Roasting and Brewing', -0.01), ('Prices and Local Stores', 0.0), ('Snacks and Drinks', 0.04), ('Chips and Salty Snacks', 0.01), ('Dogs and Pet Food', 0.02)]"
29,positive,27/7/21,"['actually', 'strongly', 'recommends', 'meat', 'add', 'mix', 'raw', 'cooked', 'choose', 'dog', 'arrived', 'coccidia', 'giardia', 'puppy', 'veterinary', 'mismanagement', 'completely', 'healthy', 'year', 'life', 'watching', 'sicker', 'aggressive', 'course', 'antibiotic', 'prednisone', 'inflammatory', 'bowel', 'disease', 'took', 'holistic', 'veterinarian', 'treatment', 'homemade', 'diet', 'meat', 'plus', 'medication', 'extremely', 'pleased', 'report', 'gi', 'episode', 'month', 'reached', 'point', 'consider', 'healthy', 'coat', 'glossy', 'fluffier', 'finally', 'good', 'weight', 'photo', 'dramatic', 'credit', 'extra', 'time', 'prepare', 'opposed', 'kibble', 'day', 'worth', 'time', 'take', 'minute', 'total', 'includes', 'time', 'meat', 'cooking', 'cleaning', 'completely', 'honest', 'thrilled', 'cooking', 'dog', 'thrilled', 'result', 'able', 'feed', 'raw', 'road', 'vet', 'give', 'ok', 'preparation', 'time']","[('Coffee and Tea Taste and Quality', -0.1), ('Snacks and Food', 0.06), ('Coffee Roasting and Brewing', -0.03), ('Prices and Local Stores', 0.07), ('Snacks and Drinks', -0.04), ('Chips and Salty Snacks', 0.0), ('Dogs and Pet Food', -0.11)]"
